Site	Biogeographic_realm	Disturbance	Activity	Time	Cover_100	LPS_100	MPS_100	Iso_100	Ratio_100	Plants	Invertebrates	Birds	Herpetofauna	Mammals	Cover	Density	Biomass	Height	Litter	Metric	abRR
4	Neoarctic	secondary	active_managed	4	0.841	8.22788271	7.163024791	16.976	2.841	0	1	0	0	0	0	0	0	0	0	richness	0.08
4	Neoarctic	secondary	active_managed	4	0.841	8.22788271	7.163024791	16.976	2.841	0	1	0	0	0	0	0	0	0	0	richness	0.6931
4	Neoarctic	secondary	active_managed	4	0.841	8.22788271	7.163024791	16.976	2.841	0	1	0	0	0	0	0	0	0	0	richness	0.4055
4	Neoarctic	secondary	active_managed	4	0.841	8.22788271	7.163024791	16.976	2.841	0	1	0	0	0	0	0	0	0	0	abundance	0.7885
4	Neoarctic	secondary	active_managed	4	0.841	8.22788271	7.163024791	16.976	2.841	0	1	0	0	0	0	0	0	0	0	abundance	0.0953
4	Neoarctic	secondary	active_managed	4	0.841	8.22788271	7.163024791	16.976	2.841	0	1	0	0	0	0	0	0	0	0	abundance	1.4816
4	Neoarctic	secondary	active_managed	4	0.841	8.22788271	7.163024791	16.976	2.841	0	1	0	0	0	0	0	0	0	0	abundance	1.2528
4	Neoarctic	secondary	active_managed	4	0.841	8.22788271	7.163024791	16.976	2.841	1	0	0	0	0	0	0	0	0	0	richness	0.3365
4	Neoarctic	secondary	active_managed	4	0.841	8.22788271	7.163024791	16.976	2.841	1	0	0	0	0	0	0	0	0	0	richness	0.3365
4	Neoarctic	secondary	active_managed	4	0.841	8.22788271	7.163024791	16.976	2.841	1	0	0	0	0	0	0	0	0	0	abundance	1.7918
4	Neoarctic	secondary	active_managed	4	0.841	8.22788271	7.163024791	16.976	2.841	1	0	0	0	0	0	0	0	0	0	abundance	0.3365
5	Australasia	secondary	passive	7	47.441	10.1619028	8.61439516	230.322	3.176	0	0	1	0	0	0	0	0	0	0	richness	0.3228
5	Australasia	secondary	passive	7	47.441	10.1619028	8.61439516	230.322	3.176	0	0	1	0	0	0	0	0	0	0	abundance	0.5596
5	Australasia	secondary	passive	7	47.441	10.1619028	8.61439516	230.322	3.176	0	0	1	0	0	0	0	0	0	0	diversity	0.1654
5	Australasia	secondary	passive	7	47.441	10.1619028	8.61439516	230.322	3.176	0	0	1	0	0	0	0	0	0	0	similarity	0.151
5	Australasia	secondary	passive	7	47.441	10.1619028	8.61439516	230.322	3.176	0	0	1	0	0	0	0	0	0	0	similarity	0.1415
5	Australasia	secondary	passive	7	47.441	10.1619028	8.61439516	230.322	3.176	0	0	1	0	0	0	0	0	0	0	similarity	0.2833
5	Australasia	secondary	passive	42.5	47.441	10.1619028	8.61439516	230.322	3.176	0	0	1	0	0	0	0	0	0	0	richness	0.0715
5	Australasia	secondary	passive	42.5	47.441	10.1619028	8.61439516	230.322	3.176	0	0	1	0	0	0	0	0	0	0	abundance	0.5596
5	Australasia	secondary	passive	42.5	47.441	10.1619028	8.61439516	230.322	3.176	0	0	1	0	0	0	0	0	0	0	diversity	0.2448
5	Australasia	secondary	passive	42.5	47.441	10.1619028	8.61439516	230.322	3.176	0	0	1	0	0	0	0	0	0	0	similarity	0.0083
5	Australasia	secondary	passive	42.5	47.441	10.1619028	8.61439516	230.322	3.176	0	0	1	0	0	0	0	0	0	0	similarity	0.072
5	Australasia	secondary	passive	42.5	47.441	10.1619028	8.61439516	230.322	3.176	0	0	1	0	0	0	0	0	0	0	similarity	0.1003
5	Australasia	secondary	passive	75	47.441	10.1619028	8.61439516	230.322	3.176	0	0	1	0	0	0	0	0	0	0	richness	0.0339
5	Australasia	secondary	passive	75	47.441	10.1619028	8.61439516	230.322	3.176	0	0	1	0	0	0	0	0	0	0	abundance	0.2368
5	Australasia	secondary	passive	75	47.441	10.1619028	8.61439516	230.322	3.176	0	0	1	0	0	0	0	0	0	0	diversity	0.1863
5	Australasia	secondary	passive	75	47.441	10.1619028	8.61439516	230.322	3.176	0	0	1	0	0	0	0	0	0	0	similarity	0.0324
5	Australasia	secondary	passive	75	47.441	10.1619028	8.61439516	230.322	3.176	0	0	1	0	0	0	0	0	0	0	similarity	0.1482
5	Australasia	secondary	passive	75	47.441	10.1619028	8.61439516	230.322	3.176	0	0	1	0	0	0	0	0	0	0	similarity	0.026
5	Australasia	secondary	passive	111	47.441	10.1619028	8.61439516	230.322	3.176	0	0	1	0	0	0	0	0	0	0	richness	0.1292
5	Australasia	secondary	passive	111	47.441	10.1619028	8.61439516	230.322	3.176	0	0	1	0	0	0	0	0	0	0	abundance	0.2809
5	Australasia	secondary	passive	111	47.441	10.1619028	8.61439516	230.322	3.176	0	0	1	0	0	0	0	0	0	0	diversity	0.3922
5	Australasia	secondary	passive	111	47.441	10.1619028	8.61439516	230.322	3.176	0	0	1	0	0	0	0	0	0	0	similarity	0.0163
5	Australasia	secondary	passive	111	47.441	10.1619028	8.61439516	230.322	3.176	0	0	1	0	0	0	0	0	0	0	similarity	0.1239
5	Australasia	secondary	passive	111	47.441	10.1619028	8.61439516	230.322	3.176	0	0	1	0	0	0	0	0	0	0	similarity	0.0228
6	Neotropic	secondary	passive	2	5.815	8.691077497	6.898144089	85.782	3.557	1	0	0	0	0	0	0	0	0	0	richness	1.3863
6	Neotropic	secondary	passive	2	5.815	8.691077497	6.898144089	85.782	3.557	1	0	0	0	0	0	0	0	0	0	abundance	3.4012
6	Neotropic	secondary	passive	2	5.815	8.691077497	6.898144089	85.782	3.557	1	0	0	0	0	0	0	0	0	0	diversity	0.9651
6	Neotropic	secondary	passive	11	5.815	8.691077497	6.898144089	85.782	3.557	1	0	0	0	0	0	0	0	0	0	richness	1.3863
6	Neotropic	secondary	passive	11	5.815	8.691077497	6.898144089	85.782	3.557	1	0	0	0	0	0	0	0	0	0	abundance	2.7081
6	Neotropic	secondary	passive	11	5.815	8.691077497	6.898144089	85.782	3.557	1	0	0	0	0	0	0	0	0	0	diversity	1.135
6	Neotropic	secondary	passive	37	5.815	8.691077497	6.898144089	85.782	3.557	1	0	0	0	0	0	0	0	0	0	richness	0.6931
6	Neotropic	secondary	passive	37	5.815	8.691077497	6.898144089	85.782	3.557	1	0	0	0	0	0	0	0	0	0	abundance	0.1464
6	Neotropic	secondary	passive	37	5.815	8.691077497	6.898144089	85.782	3.557	1	0	0	0	0	0	0	0	0	0	diversity	0.8199
6	Neotropic	secondary	passive	60.5	5.815	8.691077497	6.898144089	85.782	3.557	1	0	0	0	0	0	0	0	0	0	richness	0.2877
6	Neotropic	secondary	passive	60.5	5.815	8.691077497	6.898144089	85.782	3.557	1	0	0	0	0	0	0	0	0	0	abundance	0.4759
6	Neotropic	secondary	passive	60.5	5.815	8.691077497	6.898144089	85.782	3.557	1	0	0	0	0	0	0	0	0	0	diversity	0.4055
6	Neotropic	secondary	passive	87	5.815	8.691077497	6.898144089	85.782	3.557	1	0	0	0	0	0	0	0	0	0	richness	0.2877
6	Neotropic	secondary	passive	87	5.815	8.691077497	6.898144089	85.782	3.557	1	0	0	0	0	0	0	0	0	0	abundance	0.5664
6	Neotropic	secondary	passive	87	5.815	8.691077497	6.898144089	85.782	3.557	1	0	0	0	0	0	0	0	0	0	diversity	0.4144
6	Neotropic	secondary	passive	151.5	5.815	8.691077497	6.898144089	85.782	3.557	1	0	0	0	0	0	0	0	0	0	richness	0.2877
6	Neotropic	secondary	passive	151.5	5.815	8.691077497	6.898144089	85.782	3.557	1	0	0	0	0	0	0	0	0	0	abundance	0.3433
6	Neotropic	secondary	passive	151.5	5.815	8.691077497	6.898144089	85.782	3.557	1	0	0	0	0	0	0	0	0	0	diversity	0.379
6	Neotropic	secondary	passive	183.5	5.815	8.691077497	6.898144089	85.782	3.557	1	0	0	0	0	0	0	0	0	0	richness	0.2877
6	Neotropic	secondary	passive	183.5	5.815	8.691077497	6.898144089	85.782	3.557	1	0	0	0	0	0	0	0	0	0	abundance	0.0645
6	Neotropic	secondary	passive	183.5	5.815	8.691077497	6.898144089	85.782	3.557	1	0	0	0	0	0	0	0	0	0	diversity	0.3448
6	Neotropic	secondary	passive	235	5.815	8.691077497	6.898144089	85.782	3.557	1	0	0	0	0	0	0	0	0	0	richness	0.08
6	Neotropic	secondary	passive	235	5.815	8.691077497	6.898144089	85.782	3.557	1	0	0	0	0	0	0	0	0	0	abundance	0.1418
6	Neotropic	secondary	passive	235	5.815	8.691077497	6.898144089	85.782	3.557	1	0	0	0	0	0	0	0	0	0	diversity	0.0745
7	Australasia	secondary	passive	22	26.093	9.861291399	8.321950082	176.574	3.073	0	0	0	0	1	0	0	0	0	0	richness	0.1178
8	Australasia	secondary	active_plantation	23.5	19.737	9.639482495	7.993179182	131.748	3.047	0	0	0	1	0	0	0	0	0	0	richness	0.0556
8	Australasia	secondary	active_plantation	15	19.737	9.639482495	7.993179182	131.748	3.047	0	0	0	1	0	0	0	0	0	0	richness	0.2513
8	Australasia	secondary	active_plantation	23.5	19.737	9.639482495	7.993179182	131.748	3.047	0	0	0	1	0	0	0	0	0	0	abundance	0.6539
8	Australasia	secondary	active_plantation	15	19.737	9.639482495	7.993179182	131.748	3.047	0	0	0	1	0	0	0	0	0	0	abundance	0.1508
8	Australasia	secondary	active_plantation	23.5	19.737	9.639482495	7.993179182	131.748	3.047	0	0	0	1	0	0	0	0	0	0	diversity	0.247
8	Australasia	secondary	active_plantation	15	19.737	9.639482495	7.993179182	131.748	3.047	0	0	0	1	0	0	0	0	0	0	diversity	0.1394
8	Australasia	secondary	active_plantation	23.5	19.737	9.639482495	7.993179182	131.748	3.047	0	0	0	1	0	0	0	0	0	0	similarity	0.1176
8	Australasia	secondary	active_plantation	15	19.737	9.639482495	7.993179182	131.748	3.047	0	0	0	1	0	0	0	0	0	0	similarity	0.1453
8	Australasia	secondary	active_plantation	23.5	19.737	9.639482495	7.993179182	131.748	3.047	0	0	0	1	0	0	0	0	0	0	similarity	0.078
8	Australasia	secondary	active_plantation	15	19.737	9.639482495	7.993179182	131.748	3.047	0	0	0	1	0	0	0	0	0	0	similarity	0.0927
8	Australasia	secondary	active_plantation	23.5	19.737	9.639482495	7.993179182	131.748	3.047	0	0	0	1	0	0	0	0	0	0	similarity	0.0572
8	Australasia	secondary	active_plantation	15	19.737	9.639482495	7.993179182	131.748	3.047	0	0	0	1	0	0	0	0	0	0	similarity	0.0144
9	Australasia	secondary	passive	3	45.943	10.10785015	8.041419295	252.96	3.087	0	1	0	0	0	0	0	0	0	0	richness	0.1349
9	Australasia	secondary	passive	3	45.943	10.10785015	8.041419295	252.96	3.087	0	1	0	0	0	0	0	0	0	0	abundance	0.4708
9	Australasia	secondary	passive	50	45.943	10.10785015	8.041419295	252.96	3.087	0	1	0	0	0	0	0	0	0	0	richness	0.2053
9	Australasia	secondary	passive	50	45.943	10.10785015	8.041419295	252.96	3.087	0	1	0	0	0	0	0	0	0	0	abundance	0.1329
9	Australasia	secondary	passive	50	45.943	10.10785015	8.041419295	252.96	3.087	0	1	0	0	0	0	0	0	0	0	diversity	0.2747
10	Australasia	secondary	active_plantation	7	34.701	9.998560464	8.036824439	212.541	3.278	0	1	0	0	0	0	0	0	0	0	richness	1.0521
10	Australasia	secondary	active_plantation	7	34.701	9.998560464	8.036824439	212.541	3.278	0	1	0	0	0	0	0	0	0	0	richness	2.0477
10	Australasia	secondary	active_plantation	7	34.701	9.998560464	8.036824439	212.541	3.278	0	1	0	0	0	0	0	0	0	0	richness	0.6286
10	Australasia	secondary	active_plantation	7	34.701	9.998560464	8.036824439	212.541	3.278	0	1	0	0	0	0	0	0	0	0	richness	1.0116
10	Australasia	secondary	active_plantation	7	34.701	9.998560464	8.036824439	212.541	3.278	1	0	0	0	0	0	0	0	0	0	others	0.4055
10	Australasia	secondary	active_plantation	7	34.701	9.998560464	8.036824439	212.541	3.278	1	0	0	0	0	0	0	0	0	0	others	0.6466
11	Australasia	secondary	active_managed	3	0.061	7.079177251	6.375659619	2.648	3.771	0	1	0	0	0	0	0	0	0	0	abundance	1.9566
11	Australasia	secondary	active_managed	3	0.061	7.079177251	6.375659619	2.648	3.771	0	1	0	0	0	0	0	0	0	0	abundance	0.6774
11	Australasia	secondary	active_managed	3	0.061	7.079177251	6.375659619	2.648	3.771	0	1	0	0	0	0	0	0	0	0	richness	0.008
11	Australasia	secondary	active_managed	3	0.061	7.079177251	6.375659619	2.648	3.771	0	1	0	0	0	0	0	0	0	0	richness	0.1446
11	Australasia	secondary	active_managed	3	0.061	7.079177251	6.375659619	2.648	3.771	0	1	0	0	0	0	0	0	0	0	richness	0.0953
12	Australasia	secondary	active_plantation	4	26.025	9.685916797	7.791069013	167.818	3.311	1	0	0	0	0	0	0	0	0	0	richness	0.1375
12	Australasia	secondary	active_plantation	11	26.025	9.685916797	7.791069013	167.818	3.311	1	0	0	0	0	0	0	0	0	0	richness	0.1111
12	Australasia	secondary	active_plantation	4	26.025	9.685916797	7.791069013	167.818	3.311	1	0	0	0	0	0	0	0	0	0	similarity	0.0809
12	Australasia	secondary	active_plantation	11	26.025	9.685916797	7.791069013	167.818	3.311	1	0	0	0	0	0	0	0	0	0	similarity	0.2319
12	Australasia	secondary	active_plantation	4	26.025	9.685916797	7.791069013	167.818	3.311	1	0	0	0	0	0	0	0	0	0	similarity	0.1277
12	Australasia	secondary	active_plantation	11	26.025	9.685916797	7.791069013	167.818	3.311	1	0	0	0	0	0	0	0	0	0	similarity	0.0324
13	Australasia	secondary	active_plantation	4	13.242	9.530067574	7.576273352	132.246	3.219	1	0	0	0	0	0	0	0	0	0	richness	0.5754
13	Australasia	secondary	active_plantation	6	13.242	9.530067574	7.576273352	132.246	3.219	1	0	0	0	0	0	0	0	0	0	richness	0.47
13	Australasia	secondary	active_plantation	9	13.242	9.530067574	7.576273352	132.246	3.219	1	0	0	0	0	0	0	0	0	0	richness	0.5754
13	Australasia	secondary	active_plantation	4	13.242	9.530067574	7.576273352	132.246	3.219	1	0	0	0	0	0	0	0	0	0	abundance	1.5581
13	Australasia	secondary	active_plantation	6	13.242	9.530067574	7.576273352	132.246	3.219	1	0	0	0	0	0	0	0	0	0	abundance	1.4404
13	Australasia	secondary	active_plantation	9	13.242	9.530067574	7.576273352	132.246	3.219	1	0	0	0	0	0	0	0	0	0	abundance	1.8458
13	Australasia	secondary	active_plantation	4	13.242	9.530067574	7.576273352	132.246	3.219	1	0	0	0	0	0	0	0	0	0	abundance	1.8971
13	Australasia	secondary	active_plantation	6	13.242	9.530067574	7.576273352	132.246	3.219	1	0	0	0	0	0	0	0	0	0	abundance	1.2993
13	Australasia	secondary	active_plantation	9	13.242	9.530067574	7.576273352	132.246	3.219	1	0	0	0	0	0	0	0	0	0	abundance	1.204
13	Australasia	secondary	active_plantation	4	13.242	9.530067574	7.576273352	132.246	3.219	1	0	0	0	0	0	0	0	0	0	abundance	2.1972
13	Australasia	secondary	active_plantation	6	13.242	9.530067574	7.576273352	132.246	3.219	1	0	0	0	0	0	0	0	0	0	abundance	1.6094
13	Australasia	secondary	active_plantation	9	13.242	9.530067574	7.576273352	132.246	3.219	1	0	0	0	0	0	0	0	0	0	abundance	1.2528
13	Australasia	secondary	active_plantation	4	13.242	9.530067574	7.576273352	132.246	3.219	0	1	0	0	0	0	0	0	0	0	abundance	2.9957
13	Australasia	secondary	active_plantation	6	13.242	9.530067574	7.576273352	132.246	3.219	0	1	0	0	0	0	0	0	0	0	abundance	2.8134
13	Australasia	secondary	active_plantation	9	13.242	9.530067574	7.576273352	132.246	3.219	0	1	0	0	0	0	0	0	0	0	abundance	1.8971
13	Australasia	secondary	active_plantation	4	13.242	9.530067574	7.576273352	132.246	3.219	0	1	0	0	0	0	0	0	0	0	richness	1.4469
13	Australasia	secondary	active_plantation	6	13.242	9.530067574	7.576273352	132.246	3.219	0	1	0	0	0	0	0	0	0	0	richness	1.7346
13	Australasia	secondary	active_plantation	9	13.242	9.530067574	7.576273352	132.246	3.219	0	1	0	0	0	0	0	0	0	0	richness	1.0415
14	Australasia	secondary	active_plantation	5	26.724	9.463888994	7.493033503	186.619	3.239	0	1	0	0	0	0	0	0	0	0	richness	0.6931
14	Australasia	secondary	active_plantation	5	26.724	9.463888994	7.493033503	186.619	3.239	0	1	0	0	0	0	0	0	0	0	richness	0.1542
14	Australasia	secondary	passive	2	26.724	9.463888994	7.493033503	186.619	3.239	0	1	0	0	0	0	0	0	0	0	richness	0.2336
14	Australasia	secondary	passive	2	26.724	9.463888994	7.493033503	186.619	3.239	0	1	0	0	0	0	0	0	0	0	abundance	0.6837
14	Australasia	secondary	passive	2	26.724	9.463888994	7.493033503	186.619	3.239	0	1	0	0	0	0	0	0	0	0	diversity	0.0703
14	Australasia	secondary	passive	2	26.724	9.463888994	7.493033503	186.619	3.239	0	1	0	0	0	0	0	0	0	0	similarity	0.2782
14	Australasia	secondary	passive	2	26.724	9.463888994	7.493033503	186.619	3.239	0	1	0	0	0	0	0	0	0	0	similarity	0.5452
14	Australasia	secondary	passive	2	26.724	9.463888994	7.493033503	186.619	3.239	0	1	0	0	0	0	0	0	0	0	similarity	0.2089
14	Australasia	secondary	passive	8.5	26.724	9.463888994	7.493033503	186.619	3.239	0	1	0	0	0	0	0	0	0	0	richness	0.087
14	Australasia	secondary	passive	8.5	26.724	9.463888994	7.493033503	186.619	3.239	0	1	0	0	0	0	0	0	0	0	abundance	0.2365
14	Australasia	secondary	passive	8.5	26.724	9.463888994	7.493033503	186.619	3.239	0	1	0	0	0	0	0	0	0	0	diversity	0.0969
14	Australasia	secondary	passive	8.5	26.724	9.463888994	7.493033503	186.619	3.239	0	1	0	0	0	0	0	0	0	0	similarity	0.2559
14	Australasia	secondary	passive	8.5	26.724	9.463888994	7.493033503	186.619	3.239	0	1	0	0	0	0	0	0	0	0	similarity	0.2063
14	Australasia	secondary	passive	8.5	26.724	9.463888994	7.493033503	186.619	3.239	0	1	0	0	0	0	0	0	0	0	similarity	0.6311
15	Afrotropic	secondary	active_plantation	2.5	4.068	8.382013048	6.80036936	64.039	3.388	0	0	1	0	0	0	0	0	0	0	richness	1.1701
15	Afrotropic	secondary	active_plantation	2.5	4.068	8.382013048	6.80036936	64.039	3.388	0	0	1	0	0	0	0	0	0	0	abundance	0.2782
15	Afrotropic	secondary	active_plantation	2.5	4.068	8.382013048	6.80036936	64.039	3.388	0	0	1	0	0	0	0	0	0	0	diversity	1.8062
15	Afrotropic	secondary	active_plantation	10.5	4.068	8.382013048	6.80036936	64.039	3.388	0	0	1	0	0	0	0	0	0	0	richness	0.2464
15	Afrotropic	secondary	active_plantation	10.5	4.068	8.382013048	6.80036936	64.039	3.388	0	0	1	0	0	0	0	0	0	0	abundance	0.2587
15	Afrotropic	secondary	active_plantation	10.5	4.068	8.382013048	6.80036936	64.039	3.388	0	0	1	0	0	0	0	0	0	0	diversity	0.8342
16	Australasia	secondary	passive	3	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	richness	0.2291
16	Australasia	secondary	passive	3	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	abundance	0.1628
16	Australasia	secondary	passive	3	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	diversity	0.2426
16	Australasia	secondary	passive	3	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	similarity	0.0725
16	Australasia	secondary	passive	3	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	similarity	0.0509
16	Australasia	secondary	passive	3	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	similarity	0.0741
16	Australasia	secondary	passive	8.25	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	richness	0.045
16	Australasia	secondary	passive	8.25	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	abundance	0.1342
16	Australasia	secondary	passive	8.25	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	diversity	0.1971
16	Australasia	secondary	passive	8.25	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	similarity	0.0075
16	Australasia	secondary	passive	8.25	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	similarity	0.1573
16	Australasia	secondary	passive	8.25	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	similarity	0.0084
16	Australasia	secondary	passive	23.25	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	richness	0.0792
16	Australasia	secondary	passive	23.25	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	abundance	0.1036
16	Australasia	secondary	passive	23.25	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	diversity	0.2364
16	Australasia	secondary	passive	23.25	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	similarity	0.0324
16	Australasia	secondary	passive	23.25	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	similarity	0.1394
16	Australasia	secondary	passive	23.25	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	similarity	0.123
16	Australasia	secondary	passive	38	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	richness	0.0792
16	Australasia	secondary	passive	38	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	abundance	0.3291
16	Australasia	secondary	passive	38	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	diversity	0.7162
16	Australasia	secondary	passive	38	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	similarity	0.0901
16	Australasia	secondary	passive	38	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	similarity	0.1682
16	Australasia	secondary	passive	38	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	similarity	0.3342
16	Australasia	secondary	passive	52.75	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	richness	0.0186
16	Australasia	secondary	passive	52.75	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	abundance	0.3717
16	Australasia	secondary	passive	52.75	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	diversity	0.4027
16	Australasia	secondary	passive	52.75	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	similarity	0.0555
16	Australasia	secondary	passive	52.75	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	similarity	0.107
16	Australasia	secondary	passive	52.75	0.113	7.3222153	6.550903474	3.301	3.767	0	0	1	0	0	0	0	0	0	0	similarity	0.2515
17	Australasia	secondary	active_plantation	14	17.627	9.419621366	7.446520492	154.96	3.236	0	0	0	1	0	0	0	0	0	0	richness	0.3567
17	Australasia	secondary	active_plantation	14	17.627	9.419621366	7.446520492	154.96	3.236	0	0	0	1	0	0	0	0	0	0	abundance	0.1088
17	Australasia	secondary	active_plantation	14	17.627	9.419621366	7.446520492	154.96	3.236	0	0	0	1	0	0	0	0	0	0	diversity	0.5235
17	Australasia	secondary	passive	15	17.627	9.419621366	7.446520492	154.96	3.236	0	0	0	1	0	0	0	0	0	0	richness	1.204
17	Australasia	secondary	passive	15	17.627	9.419621366	7.446520492	154.96	3.236	0	0	0	1	0	0	0	0	0	0	abundance	2.8565
17	Australasia	secondary	passive	15	17.627	9.419621366	7.446520492	154.96	3.236	0	0	0	1	0	0	0	0	0	0	diversity	0.0821
18	Neotropic	secondary	passive	25	37.183	10.00978672	7.834753212	264.263	3.033	0	1	0	0	0	0	0	0	0	0	richness	0.2545
19	Australasia	secondary	passive	4	1.026	8.267167734	6.87698319	23.45	3.396	0	1	0	0	0	0	0	0	0	0	richness	0.5371
19	Australasia	secondary	passive	4	1.026	8.267167734	6.87698319	23.45	3.396	0	1	0	0	0	0	0	0	0	0	abundance	0.6653
19	Australasia	secondary	passive	4	1.026	8.267167734	6.87698319	23.45	3.396	0	1	0	0	0	0	0	0	0	0	diversity	0.8582
19	Australasia	secondary	passive	4	1.026	8.267167734	6.87698319	23.45	3.396	0	1	0	0	0	0	0	0	0	0	similarity	0.0356
19	Australasia	secondary	passive	4	1.026	8.267167734	6.87698319	23.45	3.396	0	1	0	0	0	0	0	0	0	0	similarity	0.6523
19	Australasia	secondary	passive	4	1.026	8.267167734	6.87698319	23.45	3.396	0	1	0	0	0	0	0	0	0	0	similarity	0.4254
